,realtime_start,date,value,series_id,description,dtime
190,2011-02-02,2008-02-01,114946.0,NPPTTL, ADP,2008-02-01
371,2009-05-28,2008-02-02,347000.0,ICSA, Initial Claims,2008-02-02
1134,2009-09-10,2008-02-02,2661000.0,CCSA, Continued Claims ,2008-02-02
374,2009-05-28,2008-02-09,334000.0,ICSA, Initial Claims,2008-02-09
1136,2009-09-10,2008-02-09,2745000.0,CCSA, Continued Claims ,2008-02-09
376,2009-05-28,2008-02-16,341000.0,ICSA, Initial Claims,2008-02-16
1139,2009-09-10,2008-02-16,2719000.0,CCSA, Continued Claims ,2008-02-16
377,2009-05-28,2008-02-23,352000.0,ICSA, Initial Claims,2008-02-23
1141,2009-09-10,2008-02-23,2778000.0,CCSA, Continued Claims ,2008-02-23
2460,2013-06-03,2008-03-01,99.0405460026942,BSCICP03USM665S, OECD Business Confidence,2008-03-01
14,2008-04-04,2008-03-01,115459.0,USPRIV, BLS private,2008-03-01
2327,2013-06-03,2008-03-01,97.8602858792045,CSCICP03USM665S, OECD US Consumer Confidence,2008-03-01
186,2011-02-02,2008-03-01,114920.0,NPPTTL, ADP,2008-03-01
3613,2011-05-06,2008-03-01,4865.0,LNS12032194, Part-Time for Econ Reasons,2008-03-01
2938,2008-04-04,2008-03-01,153784.0,CLF16OV, Civilian Labor Force,2008-03-01
3103,2008-04-04,2008-03-01,1282.0,UEMP27OV, Unemployed for 27 Weeks,2008-03-01
2773,2008-04-04,2008-03-01,7815.0,UNEMPLOY, Unemployment Level,2008-03-01
3285,2011-03-04,2008-03-01,9.0,U6Rate, Unemployed plus Marginally Attached ,2008-03-01
379,2009-05-28,2008-03-01,344000.0,ICSA, Initial Claims,2008-03-01
1787,2010-08-11,2008-03-01,3680.0,JTS1000JOL, Job Openings: Total Private,2008-03-01
2109,2010-08-11,2008-03-01,4689.0,JTS1000TSL,  Total Separations: Total Private ,2008-03-01
1144,2009-09-10,2008-03-01,2774000.0,CCSA, Continued Claims ,2008-03-01
1951,2010-08-11,2008-03-01,4578.0,JTS1000HIL,  Hires: Total Private ,2008-03-01
2608,2008-04-04,2008-03-01,5.1,UNRATE, Unemployment Rate,2008-03-01
3433,2008-04-04,2008-03-01,66.0,CIVPART, Civilian Participation Rate,2008-03-01
1147,2009-09-10,2008-03-08,2835000.0,CCSA, Continued Claims ,2008-03-08
382,2009-05-28,2008-03-08,348000.0,ICSA, Initial Claims,2008-03-08
1150,2009-09-10,2008-03-15,2835000.0,CCSA, Continued Claims ,2008-03-15
384,2009-05-28,2008-03-15,367000.0,ICSA, Initial Claims,2008-03-15
387,2009-05-28,2008-03-22,367000.0,ICSA, Initial Claims,2008-03-22
1153,2009-09-10,2008-03-22,2926000.0,CCSA, Continued Claims ,2008-03-22
1156,2009-09-10,2008-03-29,2923000.0,CCSA, Continued Claims ,2008-03-29
389,2009-05-28,2008-03-29,389000.0,ICSA, Initial Claims,2008-03-29
2774,2008-05-02,2008-04-01,7626.0,UNEMPLOY, Unemployment Level,2008-04-01
2939,2008-05-02,2008-04-01,153957.0,CLF16OV, Civilian Labor Force,2008-04-01
1944,2010-08-11,2008-04-01,4652.0,JTS1000HIL,  Hires: Total Private ,2008-04-01
2335,2013-06-03,2008-04-01,97.3072979294039,CSCICP03USM665S, OECD US Consumer Confidence,2008-04-01
1780,2010-08-11,2008-04-01,3570.0,JTS1000JOL, Job Openings: Total Private,2008-04-01
2461,2013-06-03,2008-04-01,99.1082902323446,BSCICP03USM665S, OECD Business Confidence,2008-04-01
2609,2008-05-02,2008-04-01,5.0,UNRATE, Unemployment Rate,2008-04-01
2115,2010-08-11,2008-04-01,4791.0,JTS1000TSL,  Total Separations: Total Private ,2008-04-01
15,2008-05-02,2008-04-01,115433.0,USPRIV, BLS private,2008-04-01
203,2011-02-02,2008-04-01,114792.0,NPPTTL, ADP,2008-04-01
3302,2011-03-04,2008-04-01,9.2,U6Rate, Unemployed plus Marginally Attached ,2008-04-01
3586,2011-05-06,2008-04-01,5214.0,LNS12032194, Part-Time for Econ Reasons,2008-04-01
3434,2008-05-02,2008-04-01,66.0,CIVPART, Civilian Participation Rate,2008-04-01
3104,2008-05-02,2008-04-01,1353.0,UEMP27OV, Unemployed for 27 Weeks,2008-04-01
392,2009-05-28,2008-04-05,358000.0,ICSA, Initial Claims,2008-04-05
1132,2009-09-10,2008-04-05,2976000.0,CCSA, Continued Claims ,2008-04-05
1107,2009-09-10,2008-04-12,2929000.0,CCSA, Continued Claims ,2008-04-12
394,2009-05-28,2008-04-12,369000.0,ICSA, Initial Claims,2008-04-12
1110,2009-09-10,2008-04-19,3024000.0,CCSA, Continued Claims ,2008-04-19
363,2009-05-28,2008-04-19,353000.0,ICSA, Initial Claims,2008-04-19
1113,2009-09-10,2008-04-26,3011000.0,CCSA, Continued Claims ,2008-04-26
332,2009-05-28,2008-04-26,378000.0,ICSA, Initial Claims,2008-04-26
1778,2010-08-11,2008-05-01,3641.0,JTS1000JOL, Job Openings: Total Private,2008-05-01
3303,2011-03-04,2008-05-01,9.7,U6Rate, Unemployed plus Marginally Attached ,2008-05-01
2462,2013-06-03,2008-05-01,99.2533665355072,BSCICP03USM665S, OECD Business Confidence,2008-05-01
16,2008-06-06,2008-05-01,115348.0,USPRIV, BLS private,2008-05-01
1942,2010-08-11,2008-05-01,4465.0,JTS1000HIL,  Hires: Total Private ,2008-05-01
3435,2008-06-06,2008-05-01,66.2,CIVPART, Civilian Participation Rate,2008-05-01
2610,2008-06-06,2008-05-01,5.5,UNRATE, Unemployment Rate,2008-05-01
3588,2011-05-06,2008-05-01,5268.0,LNS12032194, Part-Time for Econ Reasons,2008-05-01
2281,2013-06-03,2008-05-01,96.9102644097223,CSCICP03USM665S, OECD US Consumer Confidence,2008-05-01
3105,2008-06-06,2008-05-01,1550.0,UEMP27OV, Unemployed for 27 Weeks,2008-05-01
2108,2010-08-11,2008-05-01,4789.0,JTS1000TSL,  Total Separations: Total Private ,2008-05-01
2775,2008-06-06,2008-05-01,8487.0,UNEMPLOY, Unemployment Level,2008-05-01
185,2011-02-02,2008-05-01,114603.0,NPPTTL, ADP,2008-05-01
2940,2008-06-06,2008-05-01,154534.0,CLF16OV, Civilian Labor Force,2008-05-01
334,2009-05-28,2008-05-03,372000.0,ICSA, Initial Claims,2008-05-03
1116,2009-09-10,2008-05-03,3063000.0,CCSA, Continued Claims ,2008-05-03
336,2009-05-28,2008-05-10,375000.0,ICSA, Initial Claims,2008-05-10
1119,2009-09-10,2008-05-10,3062000.0,CCSA, Continued Claims ,2008-05-10
338,2009-05-28,2008-05-17,374000.0,ICSA, Initial Claims,2008-05-17
1122,2009-09-10,2008-05-17,3102000.0,CCSA, Continued Claims ,2008-05-17
340,2009-05-28,2008-05-24,378000.0,ICSA, Initial Claims,2008-05-24
1124,2009-09-10,2008-05-24,3095000.0,CCSA, Continued Claims ,2008-05-24
1127,2009-09-10,2008-05-31,3133000.0,CCSA, Continued Claims ,2008-05-31
343,2009-05-28,2008-05-31,370000.0,ICSA, Initial Claims,2008-05-31
3106,2008-07-03,2008-06-01,1587.0,UEMP27OV, Unemployed for 27 Weeks,2008-06-01
187,2011-02-02,2008-06-01,114402.0,NPPTTL, ADP,2008-06-01
2463,2013-06-03,2008-06-01,99.3550575734875,BSCICP03USM665S, OECD Business Confidence,2008-06-01
2941,2008-07-03,2008-06-01,154390.0,CLF16OV, Civilian Labor Force,2008-06-01
1941,2010-08-11,2008-06-01,4572.0,JTS1000HIL,  Hires: Total Private ,2008-06-01
2776,2008-07-03,2008-06-01,8499.0,UNEMPLOY, Unemployment Level,2008-06-01
3300,2011-03-04,2008-06-01,10.1,U6Rate, Unemployed plus Marginally Attached ,2008-06-01
3436,2008-07-03,2008-06-01,66.1,CIVPART, Civilian Participation Rate,2008-06-01
1777,2010-08-11,2008-06-01,3410.0,JTS1000JOL, Job Openings: Total Private,2008-06-01
2611,2008-07-03,2008-06-01,5.5,UNRATE, Unemployment Rate,2008-06-01
3589,2011-05-06,2008-06-01,5530.0,LNS12032194, Part-Time for Econ Reasons,2008-06-01
17,2008-07-03,2008-06-01,115181.0,USPRIV, BLS private,2008-06-01
2106,2010-08-11,2008-06-01,4731.0,JTS1000TSL,  Total Separations: Total Private ,2008-06-01
2271,2013-06-03,2008-06-01,96.7854084881057,CSCICP03USM665S, OECD US Consumer Confidence,2008-06-01
1161,2009-09-10,2008-06-07,3097000.0,CCSA, Continued Claims ,2008-06-07
344,2009-05-28,2008-06-07,388000.0,ICSA, Initial Claims,2008-06-07
1129,2009-09-10,2008-06-14,3149000.0,CCSA, Continued Claims ,2008-06-14
346,2009-05-28,2008-06-14,390000.0,ICSA, Initial Claims,2008-06-14
1128,2009-09-10,2008-06-21,3152000.0,CCSA, Continued Claims ,2008-06-21
348,2009-05-28,2008-06-21,392000.0,ICSA, Initial Claims,2008-06-21
1126,2009-09-10,2008-06-28,3218000.0,CCSA, Continued Claims ,2008-06-28
350,2009-05-28,2008-06-28,405000.0,ICSA, Initial Claims,2008-06-28
3437,2008-08-01,2008-07-01,66.1,CIVPART, Civilian Participation Rate,2008-07-01
2288,2013-06-03,2008-07-01,96.9980210943223,CSCICP03USM665S, OECD US Consumer Confidence,2008-07-01
188,2011-02-02,2008-07-01,114227.0,NPPTTL, ADP,2008-07-01
18,2008-08-01,2008-07-01,115094.0,USPRIV, BLS private,2008-07-01
3107,2008-08-01,2008-07-01,1678.0,UEMP27OV, Unemployed for 27 Weeks,2008-07-01
2777,2008-08-01,2008-07-01,8784.0,UNEMPLOY, Unemployment Level,2008-07-01
1940,2010-08-11,2008-07-01,4352.0,JTS1000HIL,  Hires: Total Private ,2008-07-01
3301,2011-03-04,2008-07-01,10.5,U6Rate, Unemployed plus Marginally Attached ,2008-07-01
3591,2011-05-06,2008-07-01,5889.0,LNS12032194, Part-Time for Econ Reasons,2008-07-01
2612,2008-08-01,2008-07-01,5.7,UNRATE, Unemployment Rate,2008-07-01
1776,2010-08-11,2008-07-01,3505.0,JTS1000JOL, Job Openings: Total Private,2008-07-01
2942,2008-08-01,2008-07-01,154603.0,CLF16OV, Civilian Labor Force,2008-07-01
2447,2013-06-03,2008-07-01,99.2633853953901,BSCICP03USM665S, OECD Business Confidence,2008-07-01
2105,2010-08-11,2008-07-01,4604.0,JTS1000TSL,  Total Separations: Total Private ,2008-07-01
353,2009-05-28,2008-07-05,367000.0,ICSA, Initial Claims,2008-07-05
1125,2009-09-10,2008-07-05,3169000.0,CCSA, Continued Claims ,2008-07-05
1123,2009-09-10,2008-07-12,3165000.0,CCSA, Continued Claims ,2008-07-12
355,2009-05-28,2008-07-12,387000.0,ICSA, Initial Claims,2008-07-12
1121,2009-09-10,2008-07-19,3308000.0,CCSA, Continued Claims ,2008-07-19
357,2009-05-28,2008-07-19,413000.0,ICSA, Initial Claims,2008-07-19
1120,2009-09-10,2008-07-26,3344000.0,CCSA, Continued Claims ,2008-07-26
360,2009-05-28,2008-07-26,442000.0,ICSA, Initial Claims,2008-07-26
19,2008-09-05,2008-08-01,114987.0,USPRIV, BLS private,2008-08-01
3438,2008-09-05,2008-08-01,66.1,CIVPART, Civilian Participation Rate,2008-08-01
2299,2013-06-03,2008-08-01,97.267380399724,CSCICP03USM665S, OECD US Consumer Confidence,2008-08-01
2943,2008-09-05,2008-08-01,154853.0,CLF16OV, Civilian Labor Force,2008-08-01
1775,2010-08-11,2008-08-01,3245.0,JTS1000JOL, Job Openings: Total Private,2008-08-01
3593,2011-05-06,2008-08-01,5885.0,LNS12032194, Part-Time for Econ Reasons,2008-08-01
189,2011-02-02,2008-08-01,113884.0,NPPTTL, ADP,2008-08-01
2613,2008-09-05,2008-08-01,6.1,UNRATE, Unemployment Rate,2008-08-01
2778,2008-09-05,2008-08-01,9376.0,UNEMPLOY, Unemployment Level,2008-08-01
3298,2011-03-04,2008-08-01,10.9,U6Rate, Unemployed plus Marginally Attached ,2008-08-01
1939,2010-08-11,2008-08-01,4362.0,JTS1000HIL,  Hires: Total Private ,2008-08-01
3108,2008-09-05,2008-08-01,1841.0,UEMP27OV, Unemployed for 27 Weeks,2008-08-01
2430,2013-06-03,2008-08-01,98.8302510424918,BSCICP03USM665S, OECD Business Confidence,2008-08-01
2104,2010-08-11,2008-08-01,4683.0,JTS1000TSL,  Total Separations: Total Private ,2008-08-01
362,2009-05-28,2008-08-02,450000.0,ICSA, Initial Claims,2008-08-02
1118,2009-09-10,2008-08-02,3396000.0,CCSA, Continued Claims ,2008-08-02
431,2009-05-28,2008-08-09,440000.0,ICSA, Initial Claims,2008-08-09
1117,2009-09-10,2008-08-09,3406000.0,CCSA, Continued Claims ,2008-08-09
433,2009-05-28,2008-08-16,438000.0,ICSA, Initial Claims,2008-08-16
1115,2009-09-10,2008-08-16,3451000.0,CCSA, Continued Claims ,2008-08-16
1114,2009-09-10,2008-08-23,3446000.0,CCSA, Continued Claims ,2008-08-23
437,2009-05-28,2008-08-23,433000.0,ICSA, Initial Claims,2008-08-23
1112,2009-09-10,2008-08-30,3549000.0,CCSA, Continued Claims ,2008-08-30
452,2009-05-28,2008-08-30,450000.0,ICSA, Initial Claims,2008-08-30
2944,2008-10-03,2008-09-01,154732.0,CLF16OV, Civilian Labor Force,2008-09-01
3595,2011-05-06,2008-09-01,6284.0,LNS12032194, Part-Time for Econ Reasons,2008-09-01
191,2011-02-02,2008-09-01,113498.0,NPPTTL, ADP,2008-09-01
2779,2008-10-03,2008-09-01,9477.0,UNEMPLOY, Unemployment Level,2008-09-01
1938,2010-08-11,2008-09-01,4167.0,JTS1000HIL,  Hires: Total Private ,2008-09-01
1774,2010-08-11,2008-09-01,2826.0,JTS1000JOL, Job Openings: Total Private,2008-09-01
3439,2008-10-03,2008-09-01,66.0,CIVPART, Civilian Participation Rate,2008-09-01
2432,2013-06-03,2008-09-01,97.9568298455544,BSCICP03USM665S, OECD Business Confidence,2008-09-01
3283,2011-03-04,2008-09-01,11.2,U6Rate, Unemployed plus Marginally Attached ,2008-09-01
20,2008-10-03,2008-09-01,114776.0,USPRIV, BLS private,2008-09-01
3109,2008-10-03,2008-09-01,2008.0,UEMP27OV, Unemployed for 27 Weeks,2008-09-01
2294,2013-06-03,2008-09-01,97.3469906583542,CSCICP03USM665S, OECD US Consumer Confidence,2008-09-01
2614,2008-10-03,2008-09-01,6.1,UNRATE, Unemployment Rate,2008-09-01
2103,2010-08-11,2008-09-01,4586.0,JTS1000TSL,  Total Separations: Total Private ,2008-09-01
455,2009-05-28,2008-09-06,447000.0,ICSA, Initial Claims,2008-09-06
1111,2009-09-10,2008-09-06,3507000.0,CCSA, Continued Claims ,2008-09-06
1109,2009-09-10,2008-09-13,3581000.0,CCSA, Continued Claims ,2008-09-13
429,2009-05-28,2008-09-13,459000.0,ICSA, Initial Claims,2008-09-13
401,2009-05-28,2008-09-20,485000.0,ICSA, Initial Claims,2008-09-20
1108,2009-09-10,2008-09-20,3637000.0,CCSA, Continued Claims ,2008-09-20
406,2009-05-28,2008-09-27,490000.0,ICSA, Initial Claims,2008-09-27
1130,2009-09-10,2008-09-27,3702000.0,CCSA, Continued Claims ,2008-09-27
21,2008-11-07,2008-10-01,114403.0,USPRIV, BLS private,2008-10-01
2292,2013-06-03,2008-10-01,96.9775421942928,CSCICP03USM665S, OECD US Consumer Confidence,2008-10-01
2615,2008-11-07,2008-10-01,6.5,UNRATE, Unemployment Rate,2008-10-01
2435,2013-06-03,2008-10-01,97.004567337331,BSCICP03USM665S, OECD Business Confidence,2008-10-01
193,2011-02-02,2008-10-01,113029.0,NPPTTL, ADP,2008-10-01
3110,2008-11-07,2008-10-01,2257.0,UEMP27OV, Unemployed for 27 Weeks,2008-10-01
1937,2010-08-11,2008-10-01,4159.0,JTS1000HIL,  Hires: Total Private ,2008-10-01
2102,2010-08-11,2008-10-01,4656.0,JTS1000TSL,  Total Separations: Total Private ,2008-10-01
2945,2008-11-07,2008-10-01,155038.0,CLF16OV, Civilian Labor Force,2008-10-01
3596,2011-05-06,2008-10-01,6789.0,LNS12032194, Part-Time for Econ Reasons,2008-10-01
2780,2008-11-07,2008-10-01,10080.0,UNEMPLOY, Unemployment Level,2008-10-01
3282,2011-03-04,2008-10-01,11.9,U6Rate, Unemployed plus Marginally Attached ,2008-10-01
3440,2008-11-07,2008-10-01,66.1,CIVPART, Civilian Participation Rate,2008-10-01
1773,2010-08-11,2008-10-01,2935.0,JTS1000JOL, Job Openings: Total Private,2008-10-01
1131,2009-09-10,2008-10-04,3753000.0,CCSA, Continued Claims ,2008-10-04
409,2009-05-28,2008-10-04,478000.0,ICSA, Initial Claims,2008-10-04
418,2009-05-28,2008-10-11,469000.0,ICSA, Initial Claims,2008-10-11
1133,2009-09-10,2008-10-11,3758000.0,CCSA, Continued Claims ,2008-10-11
420,2009-05-28,2008-10-18,479000.0,ICSA, Initial Claims,2008-10-18
1157,2009-09-10,2008-10-18,3773000.0,CCSA, Continued Claims ,2008-10-18
1155,2009-09-10,2008-10-25,3859000.0,CCSA, Continued Claims ,2008-10-25
425,2009-05-28,2008-10-25,485000.0,ICSA, Initial Claims,2008-10-25
1154,2009-09-10,2008-11-01,3933000.0,CCSA, Continued Claims ,2008-11-01
194,2011-02-02,2008-11-01,112424.0,NPPTTL, ADP,2008-11-01
1779,2010-08-11,2008-11-01,2866.0,JTS1000JOL, Job Openings: Total Private,2008-11-01
3441,2008-12-05,2008-11-01,65.8,CIVPART, Civilian Participation Rate,2008-11-01
3111,2008-12-05,2008-11-01,2206.0,UEMP27OV, Unemployed for 27 Weeks,2008-11-01
423,2009-05-28,2008-11-01,488000.0,ICSA, Initial Claims,2008-11-01
3599,2011-05-06,2008-11-01,7365.0,LNS12032194, Part-Time for Econ Reasons,2008-11-01
2437,2013-06-03,2008-11-01,96.2517402644015,BSCICP03USM665S, OECD Business Confidence,2008-11-01
2101,2010-08-11,2008-11-01,4530.0,JTS1000TSL,  Total Separations: Total Private ,2008-11-01
2616,2008-12-05,2008-11-01,6.7,UNRATE, Unemployment Rate,2008-11-01
2274,2013-06-03,2008-11-01,96.7089293858321,CSCICP03USM665S, OECD US Consumer Confidence,2008-11-01
22,2008-12-05,2008-11-01,113623.0,USPRIV, BLS private,2008-11-01
1943,2010-08-11,2008-11-01,3766.0,JTS1000HIL,  Hires: Total Private ,2008-11-01
2781,2008-12-05,2008-11-01,10331.0,UNEMPLOY, Unemployment Level,2008-11-01
3255,2011-03-04,2008-11-01,12.7,U6Rate, Unemployed plus Marginally Attached ,2008-11-01
2946,2008-12-05,2008-11-01,154616.0,CLF16OV, Civilian Labor Force,2008-11-01
1152,2009-09-10,2008-11-08,4021000.0,CCSA, Continued Claims ,2008-11-08
417,2009-05-28,2008-11-08,509000.0,ICSA, Initial Claims,2008-11-08
1151,2009-09-10,2008-11-15,4019000.0,CCSA, Continued Claims ,2008-11-15
426,2009-05-28,2008-11-15,533000.0,ICSA, Initial Claims,2008-11-15
1149,2009-09-10,2008-11-22,4104000.0,CCSA, Continued Claims ,2008-11-22
404,2009-05-28,2008-11-22,520000.0,ICSA, Initial Claims,2008-11-22
1148,2009-09-10,2008-11-29,4354000.0,CCSA, Continued Claims ,2008-11-29
399,2009-05-28,2008-11-29,517000.0,ICSA, Initial Claims,2008-11-29
3112,2009-01-09,2008-12-01,2591.0,UEMP27OV, Unemployed for 27 Weeks,2008-12-01
1953,2010-08-11,2008-12-01,4044.0,JTS1000HIL,  Hires: Total Private ,2008-12-01
3600,2011-05-06,2008-12-01,8034.0,LNS12032194, Part-Time for Econ Reasons,2008-12-01
2782,2009-01-09,2008-12-01,11108.0,UNEMPLOY, Unemployment Level,2008-12-01
2439,2013-06-03,2008-12-01,95.8273508373536,BSCICP03USM665S, OECD Business Confidence,2008-12-01
3442,2009-01-09,2008-12-01,65.7,CIVPART, Civilian Participation Rate,2008-12-01
1788,2010-08-11,2008-12-01,2752.0,JTS1000JOL, Job Openings: Total Private,2008-12-01
2107,2010-08-11,2008-12-01,4755.0,JTS1000TSL,  Total Separations: Total Private ,2008-12-01
3256,2011-03-04,2008-12-01,13.6,U6Rate, Unemployed plus Marginally Attached ,2008-12-01
2947,2009-01-09,2008-12-01,154447.0,CLF16OV, Civilian Labor Force,2008-12-01
2617,2009-01-09,2008-12-01,7.2,UNRATE, Unemployment Rate,2008-12-01
23,2009-01-09,2008-12-01,112975.0,USPRIV, BLS private,2008-12-01
2311,2013-06-03,2008-12-01,96.7011130084917,CSCICP03USM665S, OECD US Consumer Confidence,2008-12-01
195,2011-02-02,2008-12-01,111727.0,NPPTTL, ADP,2008-12-01
454,2009-05-28,2008-12-06,552000.0,ICSA, Initial Claims,2008-12-06
1158,2009-09-10,2008-12-06,4356000.0,CCSA, Continued Claims ,2008-12-06
447,2009-05-28,2008-12-13,552000.0,ICSA, Initial Claims,2008-12-13
1146,2009-09-10,2008-12-13,4331000.0,CCSA, Continued Claims ,2008-12-13
1143,2009-09-10,2008-12-20,4470000.0,CCSA, Continued Claims ,2008-12-20
436,2009-05-28,2008-12-20,564000.0,ICSA, Initial Claims,2008-12-20
373,2009-05-28,2008-12-27,508000.0,ICSA, Initial Claims,2008-12-27
1142,2009-09-10,2008-12-27,4529000.0,CCSA, Continued Claims ,2008-12-27
2316,2013-06-03,2009-01-01,96.708658391637,CSCICP03USM665S, OECD US Consumer Confidence,2009-01-01
2783,2009-02-06,2009-01-01,11616.0,UNEMPLOY, Unemployment Level,2009-01-01
3602,2011-05-06,2009-01-01,7942.0,LNS12032194, Part-Time for Econ Reasons,2009-01-01
2948,2009-02-06,2009-01-01,153716.0,CLF16OV, Civilian Labor Force,2009-01-01
24,2009-02-06,2009-01-01,112041.0,USPRIV, BLS private,2009-01-01
3257,2011-03-04,2009-01-01,14.1,U6Rate, Unemployed plus Marginally Attached ,2009-01-01
197,2011-02-02,2009-01-01,110978.0,NPPTTL, ADP,2009-01-01
1790,2010-08-11,2009-01-01,2396.0,JTS1000JOL, Job Openings: Total Private,2009-01-01
2442,2013-06-03,2009-01-01,95.8662159131227,BSCICP03USM665S, OECD Business Confidence,2009-01-01
2618,2009-02-06,2009-01-01,7.6,UNRATE, Unemployment Rate,2009-01-01
1969,2010-08-11,2009-01-01,4005.0,JTS1000HIL,  Hires: Total Private ,2009-01-01
3113,2009-02-06,2009-01-01,2647.0,UEMP27OV, Unemployed for 27 Weeks,2009-01-01
3443,2009-02-06,2009-01-01,65.5,CIVPART, Civilian Participation Rate,2009-01-01
2117,2010-08-11,2009-01-01,4833.0,JTS1000TSL,  Total Separations: Total Private ,2009-01-01
432,2009-05-28,2009-01-03,488000.0,ICSA, Initial Claims,2009-01-03
1140,2009-09-10,2009-01-03,4487000.0,CCSA, Continued Claims ,2009-01-03
435,2009-05-28,2009-01-10,535000.0,ICSA, Initial Claims,2009-01-10
1138,2009-09-10,2009-01-10,4576000.0,CCSA, Continued Claims ,2009-01-10
442,2009-05-28,2009-01-17,575000.0,ICSA, Initial Claims,2009-01-17
1137,2009-09-10,2009-01-17,4673000.0,CCSA, Continued Claims ,2009-01-17
1135,2009-09-10,2009-01-24,4748000.0,CCSA, Continued Claims ,2009-01-24
451,2009-05-28,2009-01-24,590000.0,ICSA, Initial Claims,2009-01-24
446,2009-05-28,2009-01-31,624000.0,ICSA, Initial Claims,2009-01-31
1106,2009-09-10,2009-01-31,4755000.0,CCSA, Continued Claims ,2009-01-31
3444,2009-03-06,2009-02-01,65.6,CIVPART, Civilian Participation Rate,2009-02-01
1967,2010-08-11,2009-02-01,3837.0,JTS1000HIL,  Hires: Total Private ,2009-02-01
3605,2011-05-06,2009-02-01,8698.0,LNS12032194, Part-Time for Econ Reasons,2009-02-01
1803,2010-08-11,2009-02-01,2483.0,JTS1000JOL, Job Openings: Total Private,2009-02-01
25,2009-03-06,2009-02-01,111196.0,USPRIV, BLS private,2009-02-01
2619,2009-03-06,2009-02-01,8.1,UNRATE, Unemployment Rate,2009-02-01
2125,2010-08-11,2009-02-01,4588.0,JTS1000TSL,  Total Separations: Total Private ,2009-02-01
2444,2013-06-03,2009-02-01,96.092095687135,BSCICP03USM665S, OECD Business Confidence,2009-02-01
2949,2009-03-06,2009-02-01,154214.0,CLF16OV, Civilian Labor Force,2009-02-01
3114,2009-03-06,2009-02-01,2917.0,UEMP27OV, Unemployed for 27 Weeks,2009-02-01
2784,2009-03-06,2009-02-01,12467.0,UNEMPLOY, Unemployment Level,2009-02-01
2339,2013-06-03,2009-02-01,96.6814032431436,CSCICP03USM665S, OECD US Consumer Confidence,2009-02-01
198,2011-02-02,2009-02-01,110260.0,NPPTTL, ADP,2009-02-01
3258,2011-03-04,2009-02-01,15.0,U6Rate, Unemployed plus Marginally Attached ,2009-02-01
1105,2009-09-10,2009-02-07,4948000.0,CCSA, Continued Claims ,2009-02-07
440,2009-05-28,2009-02-07,617000.0,ICSA, Initial Claims,2009-02-07
1077,2009-09-10,2009-02-14,5065000.0,CCSA, Continued Claims ,2009-02-14
402,2009-05-28,2009-02-14,631000.0,ICSA, Initial Claims,2009-02-14
1075,2009-09-10,2009-02-21,5074000.0,CCSA, Continued Claims ,2009-02-21
410,2009-05-28,2009-02-21,656000.0,ICSA, Initial Claims,2009-02-21
1073,2009-09-10,2009-02-28,5253000.0,CCSA, Continued Claims ,2009-02-28
414,2009-05-28,2009-02-28,643000.0,ICSA, Initial Claims,2009-02-28
